arquivo,aba,linha,embarcacao,numeroSerie,marca,modelo,capacidade,tipoPack,dataFabrico,armador,dataInspecao,observacao,raw
AZ25-096 DRAGAOCIDENTAL.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,CERTIFICADO,81,,,,,,,,,2020-09-09,, |  |  |  |  | 2020-09-09 00:00:00 |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 4581700301441 | NAVIO: | DRAGAOCIDENTAL |  | MARCA/MODELO: | RFD SEASAVA |  | 6 |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | R |  |  |  | 04/25 |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 87.8 | 85.9 | 0.021640091116173044 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 01/2011 |  |  |  |  |  |  |  | 
AZ25-096 DRAGAOCIDENTAL.xlsx,QUADRO,81,,,,,,,,,2025-04-29,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-04-29 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-05-02,, |  | Emengency pack: |  |  |  | MIN |  | 14042002 |  | 2028-05-02 00:00:00 |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,47,,,,,,,,,2025-05-02,, |  | 2025-05-02 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-05-02 00:00:00 |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 14042002 | NAVIO: | MISS POES |  | MARCA/MODELO: | ARIMAR |  | 12 |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | MIN |  |  |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  | 12.89 |  | 
AZ25-097 MISS POES.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 53.9 | 52.5 | 0.025974025974025983 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 2014 |  |  |  |  |  |  |  | 
AZ25-097 MISS POES.xlsx,QUADRO,81,,,,,,,,,2025-05-02,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-05-02 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-04-30,, |  | Emengency pack: |  |  |  | SOLAS B |  | 5086010205165 |  | 2026-04-30 00:00:00 |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,47,,,,,,,,,2025-04-30,, |  | 2025-04-30 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-04-30 00:00:00 |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 5086010205165 | NAVIO: | MSE |  | MARCA/MODELO: | DSB LR07 |  | 12 |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  | (2) | 01/2028 |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | SOLAS B |  |  |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 90.2 | 88.7 | 0.016629711751662946 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  |  | DATA FABRICO: | 12/2017 |  |  |  |  |  |  |  | 
AZ25-098 MSE SAO MIGUEL.xlsx,QUADRO,81,,,,,,,,,2025-04-30,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-04-30 00:00:00 | Assinatura: |  |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-04-30,, |  | Emengency pack: |  |  |  | SOLAS B |  | 5086010205737 |  | 2026-04-30 00:00:00 |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,47,,,,,,,,,2025-04-30,, |  | 2025-04-30 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-04-30 00:00:00 |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 5086010205737 | NAVIO: | MSE |  | MARCA/MODELO: | RFD SURVIVA MKIV |  | 12 |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  | (2) | 12/2026 |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | SOLAS B |  |  |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 86 | 85.3 | 0.008139534883720989 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  |  | DATA FABRICO: | 08/2019 |  |  |  |  |  |  |  | 
AZ25-099 MSE SAO MIGUEL.xlsx,QUADRO,81,,,,,,,,,2025-04-30,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-04-30 00:00:00 | Assinatura: |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-05-07,, |  | Emengency pack: |  |  |  | REDUZ. |  | 5017330300321A |  | 2026-05-07 00:00:00 |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,47,,,,,,,,,2025-05-06,, |  | 2025-05-06 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-05-06 00:00:00 |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 5017330300321A | NAVIO: | ROQUEIRA |  | MARCA/MODELO: | RFD SEASAVA |  | 8 |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | REDUZ. |  |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 221 | 219 | 0.009049773755656076 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 09/2017 |  |  |  |  |  |  |  | 
AZ25-100 MESTRE ROQUEIRA.xlsx,QUADRO,81,,,,,,,,,2025-05-06,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-05-06 00:00:00 | Assinatura: |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2026-05-08,, |  | Emengency pack: |  |  |  | SIMPL |  | 5017230300540 |  | 2026-05-08 00:00:00 |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,47,,,,,,,,,2025-05-07,, |  | 2025-05-07 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2026-05-07 00:00:00 |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 5017230300540 | NAVIO: | ENTRE MARÉS |  | MARCA/MODELO: | RFD SEASAVA PLUS |  | 6 |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | SIMPL |  |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 88.2 | 86.7 | 0.017006802721088454 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  |  | DATA FABRICO: | 09/2022 |  |  |  |  |  |  |  | 
AZ25-101 ENTRE MARES.xlsx,QUADRO,81,,,,,,,,,2025-05-07,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-05-07 00:00:00 | Assinatura: |  |  |  |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,,, |  | Emengency pack: |  |  |  | STD |  | 79250888 |  | 04/2028 |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,47,,,,,,,,,2025-04-30,, |  | 2025-04-30 00:00:00 |  |  |  | OREY |  |  |  | 2028-04-30 00:00:00 |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  | 
AZ25-102 APHRODITE.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-05-07,, |  | Emengency pack: |  |  |  | < 24H |  | 79190695 |  | 2028-05-07 00:00:00 |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,47,,,,,,,,,2025-05-08,, |  | 2025-05-08 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-05-08 00:00:00 |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 79190695 | NAVIO: | ABISMO |  | MARCA/MODELO: | EUROVINIL ISO 9650-2 |  | 10 |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | < 24H |  |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 56.9 | 56.1 | 0.014059753954305698 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 02/2019 |  |  |  |  |  |  |  | 
AZ25-103 ABISMO.xlsx,QUADRO,81,,,,,,,,,2025-05-08,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-05-08 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,11,,,,,Capacidade:,,,,,,Identificação: |  | Tipo: |  |  |  | Capacidade: |  | No. Série: |  | Data de Fabr.: |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,17,,Serial No.,,,,,,,,,Cylinders: |  | Serial No. |  |  |  | Contents CO2 |  | Contents N2 |  | Latest hyd. Test |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,24,,Serial No.,,,,,,,,,Equipment: |  | Unit |  |  |  | Type |  | Serial No. |  | Expiry date |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,26,,,,,,Emengency pack:,,,2028-05-07,, |  | Emengency pack: |  |  |  | < 24H |  | 79190697 |  | 2028-05-07 00:00:00 |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,47,,,,,,,,,2025-05-08,, |  | 2025-05-08 00:00:00 |  |  |  | OREY TÉCNICA |  |  |  | 2028-05-08 00:00:00 |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,49,,,,,,,,,,Remarks/Modifications Observações/Modificações, |  | National Marine |  |  | Remarks/Modifications Observações/Modificações |  |  |  |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,CERTIFICADO,66,,,,,,,,Armador:,,,Armador: |  |  |  |  |  |  |  |  | Signature |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,7,,,MARCA/MODELO:,MARCA/MODELO:,,,,,,, | JANGADA: | 79190697 | NAVIO: | ABISMO |  | MARCA/MODELO: | EUROVINIL ISO 9650-2 |  | 8 |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,21,,,,,,Fastening for Emergency Pack,,,,, | Seam Protecting Tapes |  | Fastening for Emergency Pack |  |  | Smoke Signals |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,42,,,Marcas do Invólucro,,,,,,,, | Alça da Retenida e Espelhos |  | Marcas do Invólucro |  |  | Quadro de Sinais |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,47,,,,,,Emergency Pack Type,,,,, | Cylinder CO2 |  | Emergency Pack Type |  | < 24H |  |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,61,,,,,,Emergency Pack,,,,, | Grabline Internal |  | Emergency Pack |  |  | Tare |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,73,,,,,,,,,,Notas                                                                 Remarks, | Câmara Superior + Arco | 58.8 | 57.7 | 0.018707482993197133 | Notas                                                                 Remarks |  |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,79,,,,,,,DATA FABRICO:,,,, | Rampa |  |  | #DIV/0! | DATA FABRICO: | 02/2019 |  |  |  |  |  |  |  | 
AZ25-104 ABISMO.xlsx,QUADRO,81,,,,,,,,,2025-05-08,, | Estação de Serviço: | OREY TÉCNICA |  | Data de Insp.: | 2025-05-08 00:00:00 | Assinatura: | JULIO CORREA |  |  |  |  |  |  | 
AZ25-105 ELIXIR A.xlsx,CERTIFICADO,10,,Serial No.,,,,,,,,,Identification: |  | Type: |  |  |  | Capacity: |  | Serial No. |  | Date of Manuf.: |  |  |  |  |  | 
